Transaction_ID,Customer_ID,Product_Category,Product_Name,Quantity,Unit_Price,Discount_Pct,Total_Amount,Purchase_Date,Customer_City,Payment_Method,Store_Name,Customer_Gender,Customer_Age_Group,Customer_Rating,Year,Month,Month_Name,Day_of_Week,Hour,Quarter,Is_Weekend
TXN-2025057,CUST-02865,Toys & Kids,Art & Craft Kit,1,1752.25,0,1752.25,2025-09-06 11:22:00,Sialkot,EasyPaisa,NovaMart Premium,Male,25-34,4,2025,9,Sep,Saturday,11,3,1
TXN-2025414,CUST-UNKNOWN,Groceries,Basmati Rice 5kg,2,1202.14,0,2404.28,2025-02-18 11:21:00,Sialkot,Cash,NovaMart Express,Unknown,55+,4,2025,2,Feb,Tuesday,11,1,0
TXN-2025785,CUST-01167,Groceries,Nestle Everyday Tea Whitener 400g,1,354.94,0,354.94,2025-05-20 09:44:00,Multan,Cash,NovaMart Outlet,Female,25-34,5,2025,5,May,Tuesday,9,2,0
TXN-2025200,CUST-UNKNOWN,Electronics,Sony Earbuds WF-C500,1,10916.8,0,10916.8,2025-03-09 15:39:00,Lahore,Cash,NovaMart Premium,Unknown,45-54,4,2025,3,Mar,Sunday,15,1,1
TXN-2025821,CUST-02096,Groceries,Brooke Bond Supreme 200g,2,313.01,5,594.72,2025-02-02 19:35:00,Lahore,Credit Card,NovaMart Central,Male,35-44,4,2025,2,Feb,Sunday,19,1,1
TXN-2025454,CUST-UNKNOWN,Stationery,Highlighter Set 6colors,3,549.85,0,1649.55,2025-03-01 11:58:00,Peshawar,Cash,NovaMart Premium,Unknown,45-54,4,2025,3,Mar,Saturday,11,1,1
TXN-2026095,CUST-02385,Toys & Kids,Barbie Fashion Doll,4,2215.71,5,8419.7,2025-09-08 12:04:00,Multan,Credit Card,NovaMart Express,Female,45-54,2,2025,9,Sep,Monday,12,3,0
TXN-2025141,CUST-01557,Groceries,Brooke Bond Supreme 200g,2,305.91,5,581.23,2025-01-21 14:28:00,Karachi,Debit Card,NovaMart Express,Male,45-54,2,2025,1,Jan,Tuesday,14,1,0
TXN-2025782,CUST-00186,Sports & Fitness,Wilson Badminton Racket,4,2357.84,15,8016.66,2025-09-28 12:23:00,Faisalabad,Cash,NovaMart Central,Male,35-44,4,2025,9,Sep,Sunday,12,3,1
TXN-2025768,CUST-01494,Groceries,Brooke Bond Supreme 200g,4,317.64,20,1016.45,2025-08-27 15:35:00,Multan,JazzCash,NovaMart Premium,Female,45-54,4,2025,8,Aug,Wednesday,15,3,0
TXN-2025087,CUST-01582,Stationery,Highlighter Set 6colors,4,368.34,10,1326.02,2025-02-25 12:28:00,Quetta,EasyPaisa,NovaMart Express,Female,18-24,4,2025,2,Feb,Tuesday,12,1,0
TXN-2025271,CUST-00325,Stationery,Casio fx-82 Calculator,5,2092.01,10,9414.05,2025-09-16 18:28:00,Faisalabad,EasyPaisa,NovaMart Central,Female,35-44,4,2025,9,Sep,Tuesday,18,3,0
TXN-2025248,CUST-01079,Clothing,Kids Tracksuit,3,1414.31,0,4242.93,2025-04-25 15:04:00,Quetta,EasyPaisa,NovaMart Premium,Male,55+,4,2025,4,Apr,Friday,15,2,0
TXN-2025275,CUST-00367,Home & Kitchen,Prestige Pressure Cooker 5L,1,3509.0,5,3333.55,2025-08-28 16:17:00,Peshawar,Credit Card,NovaMart Express,Female,55+,4,2025,8,Aug,Thursday,16,3,0
TXN-2025658,CUST-01514,Clothing,Women's Kameez Printed,3,1851.63,10,4999.4,2025-05-20 18:59:00,Karachi,EasyPaisa,NovaMart Central,Male,18-24,5,2025,5,May,Tuesday,18,2,0
TXN-2025291,CUST-00909,Clothing,Formal Dress Shirt,1,2337.0,5,2220.15,2025-04-19 16:24:00,Sialkot,Debit Card,NovaMart Premium,Male,55+,4,2025,4,Apr,Saturday,16,2,1
TXN-2025363,CUST-02881,Groceries,Sunflower Oil 5L,2,1806.37,0,3612.74,2025-12-14 20:08:00,Islamabad,Debit Card,NovaMart Express,Male,55+,4,2025,12,Dec,Sunday,20,4,1
TXN-2025381,CUST-00634,Sports & Fitness,Cycling Gloves,1,1093.99,0,1093.99,2025-11-26 14:43:00,Lahore,Credit Card,NovaMart Express,Female,55+,3,2025,11,Nov,Wednesday,14,4,0
TXN-2025334,CUST-UNKNOWN,Electronics,Samsung Galaxy A14,4,46007.97,0,174830.29,2025-03-10 21:42:00,Sialkot,Cash,NovaMart Outlet,Unknown,35-44,4,2025,3,Mar,Monday,21,1,0
TXN-2025114,CUST-00208,Sports & Fitness,Skipping Rope Steel,3,464.2,0,1392.6,2025-05-02 14:45:00,Rawalpindi,Cash,NovaMart Express,Male,35-44,4,2025,5,May,Friday,14,2,0
TXN-2025487,CUST-UNKNOWN,Groceries,Nestle Everyday Tea Whitener 400g,1,385.42,0,385.42,2025-02-17 18:20:00,Faisalabad,Cash,NovaMart Express,Unknown,25-34,4,2025,2,Feb,Monday,18,1,0
TXN-2025245,CUST-UNKNOWN,Groceries,Sunflower Oil 5L,3,2136.72,0,6410.16,2025-08-15 14:19:00,Islamabad,Cash,NovaMart Central,Unknown,45-54,4,2025,8,Aug,Friday,14,3,0
TXN-2025529,CUST-01551,Electronics,"Haier LED TV 32""",1,41036.89,15,34881.36,2025-04-03 13:34:00,Multan,Cash,NovaMart Express,Male,25-34,2,2025,4,Apr,Thursday,13,2,0
TXN-2025595,CUST-01162,Groceries,Rooh Afza 750ml,1,288.56,0,288.56,2025-06-08 11:42:00,Lahore,Credit Card,NovaMart Outlet,Female,55+,4,2025,6,Jun,Sunday,11,2,1
TXN-2025789,CUST-UNKNOWN,Clothing,Sports T-Shirt,2,1290.16,0,2580.32,2025-08-03 19:38:00,Islamabad,Cash,NovaMart Central,Unknown,45-54,4,2025,8,Aug,Sunday,19,3,1
TXN-2025873,CUST-00166,Sports & Fitness,Cycling Gloves,1,631.87,0,631.87,2025-01-08 20:57:00,Faisalabad,Credit Card,NovaMart Outlet,Female,25-34,4,2025,1,Jan,Wednesday,20,1,0
TXN-2025097,CUST-UNKNOWN,Home & Kitchen,Bed Sheet King Size,1,2999.22,0,2849.26,2025-08-25 11:08:00,Islamabad,Cash,NovaMart Outlet,Unknown,25-34,4,2025,8,Aug,Monday,11,3,0
TXN-2025906,CUST-02525,Home & Kitchen,Pillow Set 2pcs,1,1690.61,10,1521.55,2025-12-25 19:31:00,Lahore,Cash,NovaMart Express,Female,55+,4,2025,12,Dec,Thursday,19,4,0
TXN-2025372,CUST-02316,Clothing,Sports T-Shirt,5,1009.24,0,5046.2,2025-01-13 20:49:00,Islamabad,Debit Card,NovaMart Express,Female,35-44,4,2025,1,Jan,Monday,20,1,0
TXN-2025032,CUST-00745,Groceries,Lays Chips Family Pack,5,195.98,0,979.9,2025-07-11 17:51:00,Quetta,Debit Card,NovaMart Outlet,Male,18-24,4,2025,7,Jul,Friday,17,3,0
TXN-2025737,CUST-02665,Home & Kitchen,Dawlance Microwave 25L,1,21443.55,5,20371.37,2025-02-24 11:05:00,Karachi,Cash,NovaMart Express,Female,45-54,4,2025,2,Feb,Monday,11,1,0
TXN-2025391,CUST-00314,Electronics,Samsung Galaxy A14,1,50812.19,0,50812.19,2025-02-04 13:31:00,Karachi,Debit Card,NovaMart Central,Female,25-34,4,2025,2,Feb,Tuesday,13,1,0
TXN-2025979,CUST-00976,Groceries,Rooh Afza 750ml,1,337.93,0,337.93,2025-06-07 15:05:00,Karachi,Debit Card,NovaMart Central,Male,45-54,4,2025,6,Jun,Saturday,15,2,1
TXN-2025694,CUST-01232,Groceries,Nestle Everyday Tea Whitener 400g,4,403.42,0,1613.68,2025-04-09 17:38:00,Islamabad,JazzCash,NovaMart Express,Female,35-44,3,2025,4,Apr,Wednesday,17,2,0
TXN-2025781,CUST-02083,Stationery,Spiral Notebook A5,2,346.1,0,692.2,2025-02-10 19:47:00,Lahore,Cash,NovaMart Outlet,Male,45-54,5,2025,2,Feb,Monday,19,1,0
TXN-2025110,CUST-02346,Toys & Kids,Jigsaw Puzzle 500pcs,2,1332.84,0,2665.68,2025-08-09 21:50:00,Rawalpindi,Debit Card,NovaMart Central,Female,18-24,5,2025,8,Aug,Saturday,21,3,1
TXN-2025573,CUST-02543,Electronics,Sony Earbuds WF-C500,2,10293.68,0,20587.36,2025-06-28 14:26:00,Karachi,Credit Card,NovaMart Central,Female,25-34,5,2025,6,Jun,Saturday,14,2,1
TXN-2025089,CUST-02589,Groceries,Tapal Danedar Tea 900g,1,735.65,0,735.65,2025-05-07 18:35:00,Rawalpindi,Debit Card,NovaMart Central,Male,18-24,5,2025,5,May,Wednesday,18,2,0
TXN-2025319,CUST-UNKNOWN,Clothing,Sports T-Shirt,1,1545.6,0,1545.6,2025-10-20 20:53:00,Karachi,Cash,NovaMart Premium,Unknown,35-44,4,2025,10,Oct,Monday,20,4,0
TXN-2025991,CUST-00969,Clothing,Casual Sneakers,5,6144.68,5,29187.23,2025-06-06 12:36:00,Multan,Debit Card,NovaMart Express,Male,35-44,3,2025,6,Jun,Friday,12,2,0
TXN-2026023,CUST-01366,Stationery,Highlighter Set 6colors,1,372.5,0,372.5,2025-06-08 17:16:00,Rawalpindi,Cash,NovaMart Express,Female,25-34,5,2025,6,Jun,Sunday,17,2,1
TXN-2025676,CUST-00863,Home & Kitchen,Kitchen Knife Set,1,1194.67,0,1194.67,2025-12-30 19:17:00,Faisalabad,JazzCash,NovaMart Outlet,Female,35-44,4,2025,12,Dec,Tuesday,19,4,0
TXN-2026097,CUST-00345,Groceries,Rooh Afza 750ml,1,347.82,20,278.26,2025-07-16 09:03:00,Lahore,EasyPaisa,NovaMart Express,Male,25-34,5,2025,7,Jul,Wednesday,9,3,0
TXN-2025157,CUST-01428,Health & Beauty,Himalaya Neem Face Wash,5,421.03,0,2105.15,2025-09-27 21:34:00,Peshawar,JazzCash,NovaMart Premium,Female,45-54,2,2025,9,Sep,Saturday,21,3,1
TXN-2025866,CUST-01181,Clothing,Casual Sneakers,4,4335.54,0,17342.16,2025-02-17 20:28:00,Lahore,Debit Card,NovaMart Express,Male,45-54,4,2025,2,Feb,Monday,20,1,0
TXN-2026024,CUST-02951,Toys & Kids,Art & Craft Kit,2,1345.38,15,2287.15,2025-12-13 14:49:00,Quetta,JazzCash,NovaMart Express,Female,45-54,4,2025,12,Dec,Saturday,14,4,1
TXN-2025592,CUST-01610,Groceries,Tapal Danedar Tea 900g,3,770.06,0,2310.18,2025-05-16 13:05:00,Hyderabad,EasyPaisa,NovaMart Premium,Female,25-34,5,2025,5,May,Friday,13,2,0
TXN-2025817,CUST-00915,Toys & Kids,Ludo Deluxe Board Game,1,573.42,0,573.42,2025-10-11 11:31:00,Multan,JazzCash,NovaMart Express,Female,45-54,2,2025,10,Oct,Saturday,11,4,1
TXN-2025129,CUST-01707,Groceries,Tapal Danedar Tea 900g,3,754.62,0,2263.86,2025-06-21 17:50:00,Peshawar,Credit Card,NovaMart Outlet,Male,45-54,5,2025,6,Jun,Saturday,17,2,1
TXN-2025356,CUST-UNKNOWN,Home & Kitchen,Bed Sheet King Size,1,3195.71,0,3195.71,2025-12-02 16:45:00,Karachi,Cash,NovaMart Express,Unknown,35-44,4,2025,12,Dec,Tuesday,16,4,0
TXN-2025910,CUST-01145,Clothing,Denim Jeans Slim Fit,4,2310.53,0,9242.12,2025-08-31 14:03:00,Islamabad,Cash,NovaMart Premium,Female,18-24,4,2025,8,Aug,Sunday,14,3,1
TXN-2025011,CUST-00878,Home & Kitchen,Anex Blender AG-6122,2,3292.29,0,6584.58,2025-04-03 14:37:00,Quetta,EasyPaisa,NovaMart Outlet,Male,35-44,4,2025,4,Apr,Thursday,14,2,0
TXN-2025452,CUST-01248,Clothing,Casual Sneakers,1,3696.37,5,3511.55,2025-09-25 15:07:00,Quetta,Cash,NovaMart Express,Male,25-34,4,2025,9,Sep,Thursday,15,3,0
TXN-2025317,CUST-02521,Home & Kitchen,Prestige Pressure Cooker 5L,1,3860.4,0,3860.4,2025-10-19 15:46:00,Karachi,Cash,NovaMart Express,Female,35-44,3,2025,10,Oct,Sunday,15,4,1
TXN-2025199,CUST-00154,Electronics,"Haier LED TV 32""",1,41376.1,0,41376.1,2025-07-05 12:37:00,Islamabad,Credit Card,NovaMart Outlet,Female,25-34,5,2025,7,Jul,Saturday,12,3,1
TXN-2025060,CUST-00577,Groceries,Olpers Full Cream Milk 1L,3,190.28,0,570.84,2025-09-29 21:33:00,Multan,JazzCash,NovaMart Central,Female,45-54,4,2025,9,Sep,Monday,21,3,0
